column,labels,file_name,is_valid
sl_re034dot_6,Income during gap after leaving job 6: other,sharew3_rel9-0-0_re.dta,True
sl_re011_7,Year started job,sharew3_rel9-0-0_re.dta,True
sl_re012isco_7,ISCO-08 code: Title of job,sharew3_rel9-0-0_re.dta,True
sl_re013_7,Job description,sharew3_rel9-0-0_re.dta,True
sl_re014_7,Job industry,sharew3_rel9-0-0_re.dta,True
sl_re015_7,Was employee civil servant or self,sharew3_rel9-0-0_re.dta,True
sl_re016_7,Job was part or full time,sharew3_rel9-0-0_re.dta,True
sl_re017_7,Why worked part-time,sharew3_rel9-0-0_re.dta,True
sl_re018_7,When changed to part-time,sharew3_rel9-0-0_re.dta,True
sl_re019_7,Reasons changing to part-time,sharew3_rel9-0-0_re.dta,True
sl_re020_7,When changed to full-time,sharew3_rel9-0-0_re.dta,True
sl_re021_7,First monthly wage in job,sharew3_rel9-0-0_re.dta,True
sl_re022c_7,Currency of wage - coded,sharew3_rel9-0-0_re.dta,True
sl_re023_7,First monthly work income in self-employment,sharew3_rel9-0-0_re.dta,True
sl_re024c_7,Currency of work income - coded,sharew3_rel9-0-0_re.dta,True
sl_re025d1_7,Contributions to retirement plans: public pension plan,sharew3_rel9-0-0_re.dta,True
sl_re025d2_7,Contributions to retirement plans: occupational pension plan,sharew3_rel9-0-0_re.dta,True
sl_re025d3_7,Contributions to retirement plans: private pension plan/individual retirement pl,sharew3_rel9-0-0_re.dta,True
sl_re025d4_7,Contributions to retirement plans: no contributions paid,sharew3_rel9-0-0_re.dta,True
sl_re026_7,Year stopped in this job,sharew3_rel9-0-0_re.dta,True
sl_re027_7,Current wage if still employed,sharew3_rel9-0-0_re.dta,True
sl_re028c_7,Currency of current wage - coded,sharew3_rel9-0-0_re.dta,True
sl_re029_7,Current work income if still self-employed,sharew3_rel9-0-0_re.dta,True
sl_re030c_7,Currency of current work income - coded,sharew3_rel9-0-0_re.dta,True
sl_re031_7,Reasons left job,sharew3_rel9-0-0_re.dta,True
sl_re032_7,Gap after leaving this job,sharew3_rel9-0-0_re.dta,True
sl_re033_7,Done in gap after leaving this job,sharew3_rel9-0-0_re.dta,True
sl_re034d1_7,Income during gap after leaving job 7: financial support from spouse/partner,sharew3_rel9-0-0_re.dta,True
sl_re034d2_7,Income during gap after leaving job 7: financial support from family/friends,sharew3_rel9-0-0_re.dta,True
sl_re034d3_7,Income during gap after leaving job 7: private or public disability insurance,sharew3_rel9-0-0_re.dta,True
sl_re034d4_7,Income during gap after leaving job 7: benefits or grants from state,sharew3_rel9-0-0_re.dta,True
sl_re034d5_7,Income during gap after leaving job 7: sold property,sharew3_rel9-0-0_re.dta,True
sl_re034d6_7,Income during gap after leaving job 7: running down asset or bank account,sharew3_rel9-0-0_re.dta,True
sl_re034dot_7,Income during gap after leaving job 7: other,sharew3_rel9-0-0_re.dta,True
sl_re011_8,Year started job,sharew3_rel9-0-0_re.dta,True
sl_re012isco_8,ISCO-08 code: Title of job,sharew3_rel9-0-0_re.dta,True
sl_re013_8,Job description,sharew3_rel9-0-0_re.dta,True
sl_re014_8,Job industry,sharew3_rel9-0-0_re.dta,True
sl_re015_8,Was employee civil servant or self,sharew3_rel9-0-0_re.dta,True
sl_re016_8,Job was part or full time,sharew3_rel9-0-0_re.dta,True
sl_re017_8,Why worked part-time,sharew3_rel9-0-0_re.dta,True
sl_re018_8,When changed to part-time,sharew3_rel9-0-0_re.dta,True
sl_re019_8,Reasons changing to part-time,sharew3_rel9-0-0_re.dta,True
sl_re020_8,When changed to full-time,sharew3_rel9-0-0_re.dta,True
sl_re021_8,First monthly wage in job,sharew3_rel9-0-0_re.dta,True
sl_re022c_8,Currency of wage - coded,sharew3_rel9-0-0_re.dta,True
sl_re023_8,First monthly work income in self-employment,sharew3_rel9-0-0_re.dta,True
sl_re024c_8,Currency of work income - coded,sharew3_rel9-0-0_re.dta,True
sl_re025d1_8,Contributions to retirement plans: public pension plan,sharew3_rel9-0-0_re.dta,True
sl_re025d2_8,Contributions to retirement plans: occupational pension plan,sharew3_rel9-0-0_re.dta,True
sl_re025d3_8,Contributions to retirement plans: private pension plan/individual retirement pl,sharew3_rel9-0-0_re.dta,True
sl_re025d4_8,Contributions to retirement plans: no contributions paid,sharew3_rel9-0-0_re.dta,True
sl_re026_8,Year stopped in this job,sharew3_rel9-0-0_re.dta,True
sl_re027_8,Current wage if still employed,sharew3_rel9-0-0_re.dta,True
sl_re028c_8,Currency of current wage - coded,sharew3_rel9-0-0_re.dta,True
sl_re029_8,Current work income if still self-employed,sharew3_rel9-0-0_re.dta,True
sl_re030c_8,Currency of current work income - coded,sharew3_rel9-0-0_re.dta,True
sl_re031_8,Reasons left job,sharew3_rel9-0-0_re.dta,True
sl_re032_8,Gap after leaving this job,sharew3_rel9-0-0_re.dta,True
sl_re033_8,Done in gap after leaving this job,sharew3_rel9-0-0_re.dta,True
sl_re034d1_8,Income during gap after leaving job 8: financial support from spouse/partner,sharew3_rel9-0-0_re.dta,True
sl_re034d2_8,Income during gap after leaving job 8: financial support from family/friends,sharew3_rel9-0-0_re.dta,True
sl_re034d3_8,Income during gap after leaving job 8: private or public disability insurance,sharew3_rel9-0-0_re.dta,True
sl_re034d4_8,Income during gap after leaving job 8: benefits or grants from state,sharew3_rel9-0-0_re.dta,True
sl_re034d5_8,Income during gap after leaving job 8: sold property,sharew3_rel9-0-0_re.dta,True
sl_re034d6_8,Income during gap after leaving job 8: running down asset or bank account,sharew3_rel9-0-0_re.dta,True
sl_re034dot_8,Income during gap after leaving job 8: other,sharew3_rel9-0-0_re.dta,True
sl_re011_9,Year started job,sharew3_rel9-0-0_re.dta,True
sl_re012isco_9,ISCO-08 code: Title of job,sharew3_rel9-0-0_re.dta,True
sl_re013_9,Job description,sharew3_rel9-0-0_re.dta,True
sl_re014_9,Job industry,sharew3_rel9-0-0_re.dta,True
sl_re015_9,Was employee civil servant or self,sharew3_rel9-0-0_re.dta,True
sl_re016_9,Job was part or full time,sharew3_rel9-0-0_re.dta,True
sl_re017_9,Why worked part-time,sharew3_rel9-0-0_re.dta,True
sl_re018_9,When changed to part-time,sharew3_rel9-0-0_re.dta,True
sl_re019_9,Reasons changing to part-time,sharew3_rel9-0-0_re.dta,True
sl_re020_9,When changed to full-time,sharew3_rel9-0-0_re.dta,True
sl_re021_9,First monthly wage in job,sharew3_rel9-0-0_re.dta,True
sl_re022c_9,Currency of wage - coded,sharew3_rel9-0-0_re.dta,True
sl_re023_9,First monthly work income in self-employment,sharew3_rel9-0-0_re.dta,True
sl_re024c_9,Currency of work income - coded,sharew3_rel9-0-0_re.dta,True
sl_re025d1_9,Contributions to retirement plans: public pension plan,sharew3_rel9-0-0_re.dta,True
sl_re025d2_9,Contributions to retirement plans: occupational pension plan,sharew3_rel9-0-0_re.dta,True
sl_re025d3_9,Contributions to retirement plans: private pension plan/individual retirement pl,sharew3_rel9-0-0_re.dta,True
sl_re025d4_9,Contributions to retirement plans: no contributions paid,sharew3_rel9-0-0_re.dta,True
