"NomVariable","Label"
"ch018d9_3","Child 3 further education country specific category 9"
"ch018d9_4","Child 4 further education country specific category 9"
"ch018d10_1","Child 1 further education country specific category 10"
"ch018d10_2","Child 2 further education country specific category 10"
"ch018d10_3","Child 3 further education country specific category 10"
"ch018d10_4","Child 4 further education country specific category 10"
"ch018d11_1","Child 1 further education country specific category 11"
"ch018d11_2","Child 2 further education country specific category 11"
"ch018d11_3","Child 3 further education country specific category 11"
"ch018d11_4","Child 4 further education country specific category 11"
"ch018d12_1","Child 1 further education country specific category 12"
"ch018d12_2","Child 2 further education country specific category 12"
"ch018d12_3","Child 3 further education country specific category 12"
"ch018d12_4","Child 4 further education country specific category 12"
"ch018d13_1","Child 1 further education country specific category 13"
"ch018d13_2","Child 2 further education country specific category 13"
"ch018d13_3","Child 3 further education country specific category 13"
"ch018d13_4","Child 4 further education country specific category 13"
"ch018d14_1","Child 1 further education country specific category 14"
"ch018d14_2","Child 2 further education country specific category 14"
"ch018d14_3","Child 3 further education country specific category 14"
"ch018d14_4","Child 4 further education country specific category 14"
"ch018d95_1","Child 1 further education: still in education or training"
"ch018d95_2","Child 2 further education: still in education or training"
"ch018d95_3","Child 3 further education: still in education or training"
"ch018d95_4","Child 4 further education: still in education or training"
"ch018dno_1","Child 1 further education: none"
"ch018dno_2","Child 2 further education: none"
"ch018dno_3","Child 3 further education: none"
"ch018dno_4","Child 4 further education: none"
"ch018dot_1","Child 1 further education: other"
"ch018dot_2","Child 2 further education: other"
"ch018dot_3","Child 3 further education: other"
"ch018dot_4","Child 4 further education: other"
"ch019_1","Child 1 number of children"
"ch019_2","Child 2 number of children"
"ch019_3","Child 3 number of children"
"ch019_4","Child 4 number of children"
"ch020_1","Child 1 year of birth youngest child"
"ch020_2","Child 2 year of birth youngest child"
"ch020_3","Child 3 year of birth youngest child"
"ch020_4","Child 4 year of birth youngest child"
"ch021_","Number of grandchildren"
"ch022_","Has great-grandchildren"
"ch023_","Who answered questions in section CH"
