column,labels,file_name,is_valid
ph006d16,"""Alzheimers disease dementia senility: ever diagnosed/currently having""",sharew4_rel9-0-0_ph.dta,True
ph006d17,Benign tumor: ever diagnosed/currently having,sharew4_rel9-0-0_ph.dta,True
ph006dno,None: ever diagnosed/currently having,sharew4_rel9-0-0_ph.dta,True
ph006dot,Other: ever diagnosed/currently having,sharew4_rel9-0-0_ph.dta,True
ph008d1,Cancer in: brain,sharew4_rel9-0-0_ph.dta,True
ph008d2,Cancer in: oral cavity,sharew4_rel9-0-0_ph.dta,True
ph008d3,Cancer in: larynx,sharew4_rel9-0-0_ph.dta,True
ph008d4,Cancer in: other pharynx,sharew4_rel9-0-0_ph.dta,True
ph008d5,Cancer in: thyroid,sharew4_rel9-0-0_ph.dta,True
ph008d6,Cancer in: lung,sharew4_rel9-0-0_ph.dta,True
ph008d7,Cancer in: breast,sharew4_rel9-0-0_ph.dta,True
ph008d8,Cancer in: oesophagus,sharew4_rel9-0-0_ph.dta,True
ph008d9,Cancer in: stomach,sharew4_rel9-0-0_ph.dta,True
ph008d10,Cancer in: liver,sharew4_rel9-0-0_ph.dta,True
ph008d11,Cancer in: pancreas,sharew4_rel9-0-0_ph.dta,True
ph008d12,Cancer in: kidney,sharew4_rel9-0-0_ph.dta,True
ph008d13,Cancer in: prostate,sharew4_rel9-0-0_ph.dta,True
ph008d14,Cancer in: testicle,sharew4_rel9-0-0_ph.dta,True
ph008d15,Cancer in: ovary,sharew4_rel9-0-0_ph.dta,True
ph008d16,Cancer in: cervix,sharew4_rel9-0-0_ph.dta,True
ph008d17,Cancer in: endometrium,sharew4_rel9-0-0_ph.dta,True
ph008d18,Cancer in: colon or rectum,sharew4_rel9-0-0_ph.dta,True
ph008d19,Cancer in: bladder,sharew4_rel9-0-0_ph.dta,True
ph008d20,Cancer in: skin,sharew4_rel9-0-0_ph.dta,True
ph008d21,Cancer in: non-hodgkin lymphoma,sharew4_rel9-0-0_ph.dta,True
ph008d22,Cancer in: leukaemia,sharew4_rel9-0-0_ph.dta,True
ph008dot,Cancer in: other organ,sharew4_rel9-0-0_ph.dta,True
ph009_1,Age heart attack or other heart problems,sharew4_rel9-0-0_ph.dta,True
ph009_2,Age high blood pressure,sharew4_rel9-0-0_ph.dta,True
ph009_3,Age high blood cholesterol,sharew4_rel9-0-0_ph.dta,True
ph009_4,Age stroke or cerebral vascular disease,sharew4_rel9-0-0_ph.dta,True
ph009_5,Age diabetes,sharew4_rel9-0-0_ph.dta,True
ph009_6,Age chronic lung disease,sharew4_rel9-0-0_ph.dta,True
ph009_7,Age asthma,sharew4_rel9-0-0_ph.dta,True
ph009_8,Age arthritis or rheumatism,sharew4_rel9-0-0_ph.dta,True
ph009_9,Age osteoporosis,sharew4_rel9-0-0_ph.dta,True
ph009_10,Age cancer or malignant tumour,sharew4_rel9-0-0_ph.dta,True
ph009_11,Age stomach duodenal or peptic ulcer,sharew4_rel9-0-0_ph.dta,True
ph009_12,Age parkinson disease,sharew4_rel9-0-0_ph.dta,True
ph009_13,Age cataracts,sharew4_rel9-0-0_ph.dta,True
ph009_14,Age hip or femoral fracture,sharew4_rel9-0-0_ph.dta,True
ph009_15,Age other fractures,sharew4_rel9-0-0_ph.dta,True
ph009_16,"""Age alzheimers disease""",sharew4_rel9-0-0_ph.dta,True
ph009_17,Age benign tumor,sharew4_rel9-0-0_ph.dta,True
ph010d1,Bothered by: pain in back knees hips or other joint,sharew4_rel9-0-0_ph.dta,True
ph010d2,Bothered by: heart trouble,sharew4_rel9-0-0_ph.dta,True
ph010d3,Bothered by: breathlessness,sharew4_rel9-0-0_ph.dta,True
ph010d4,Bothered by: persistent cough,sharew4_rel9-0-0_ph.dta,True
ph010d5,Bothered by: swollen legs,sharew4_rel9-0-0_ph.dta,True
ph010d6,Bothered by: sleeping problems,sharew4_rel9-0-0_ph.dta,True
ph010d7,Bothered by: falling down,sharew4_rel9-0-0_ph.dta,True
ph010d8,Bothered by: fear of falling down,sharew4_rel9-0-0_ph.dta,True
ph010d9,Bothered by: dizziness faints or blackouts,sharew4_rel9-0-0_ph.dta,True
ph010d10,Bothered by: stomach or intestine problems,sharew4_rel9-0-0_ph.dta,True
ph010d11,Bothered by: incontinence,sharew4_rel9-0-0_ph.dta,True
ph010d12,Bothered by: fatigue,sharew4_rel9-0-0_ph.dta,True
ph010dno,Bothered by: no symptoms,sharew4_rel9-0-0_ph.dta,True
ph010dot,Bothered by: other symptoms,sharew4_rel9-0-0_ph.dta,True
ph011d1,Drugs for: high blood cholesterol,sharew4_rel9-0-0_ph.dta,True
ph011d2,Drugs for: high blood pressure,sharew4_rel9-0-0_ph.dta,True
ph011d3,Drugs for: coronary diseases,sharew4_rel9-0-0_ph.dta,True
ph011d4,Drugs for: other heart diseases,sharew4_rel9-0-0_ph.dta,True
ph011d5,Drugs for: asthma,sharew4_rel9-0-0_ph.dta,True
ph011d6,Drugs for: diabetes,sharew4_rel9-0-0_ph.dta,True
ph011d7,Drugs for: joint pain,sharew4_rel9-0-0_ph.dta,True
ph011d8,Drugs for: other pain,sharew4_rel9-0-0_ph.dta,True
ph011d9,Drugs for: sleep problems,sharew4_rel9-0-0_ph.dta,True
ph011d10,Drugs for: anxiety or depression,sharew4_rel9-0-0_ph.dta,True
ph011d11,Drugs for: osteoporosis (hormonal),sharew4_rel9-0-0_ph.dta,True
ph011d12,Drugs for: osteoporosis (other),sharew4_rel9-0-0_ph.dta,True
ph011d13,Drugs for: stomach burns,sharew4_rel9-0-0_ph.dta,True
ph011d14,Drugs for: chronic bronchitis,sharew4_rel9-0-0_ph.dta,True
ph011dno,Drugs for: none,sharew4_rel9-0-0_ph.dta,True
ph011dot,Drugs for: other,sharew4_rel9-0-0_ph.dta,True
ph012_,Weight of respondent,sharew4_rel9-0-0_ph.dta,True
ph013_,How tall are you?,sharew4_rel9-0-0_ph.dta,True
ph041_,Wears glasses/contact lenses,sharew4_rel9-0-0_ph.dta,True
ph043_,Eyesight distance,sharew4_rel9-0-0_ph.dta,True
ph044_,Eyesight reading,sharew4_rel9-0-0_ph.dta,True
ph045_,Use hearing aid,sharew4_rel9-0-0_ph.dta,True
ph046_,Hearing,sharew4_rel9-0-0_ph.dta,True
ph048d1,Difficulties: walking 100 metres,sharew4_rel9-0-0_ph.dta,True
ph048d2,Difficulties: sitting two hours,sharew4_rel9-0-0_ph.dta,True
ph048d3,Difficulties: getting up from chair,sharew4_rel9-0-0_ph.dta,True
ph048d4,Difficulties: climbing several flights of stairs,sharew4_rel9-0-0_ph.dta,True
ph048d5,Difficulties: climbing one flight of stairs,sharew4_rel9-0-0_ph.dta,True
ph048d6,Difficulties: stooping kneeling crouching,sharew4_rel9-0-0_ph.dta,True
ph048d7,Difficulties: reaching or extending arms above shoulder,sharew4_rel9-0-0_ph.dta,True
ph048d8,Difficulties: pulling or pushing large objects,sharew4_rel9-0-0_ph.dta,True
ph048d9,Difficulties: lifting or carrying weights over 5 kilos,sharew4_rel9-0-0_ph.dta,True
ph048d10,Difficulties: picking up a small coin from a table,sharew4_rel9-0-0_ph.dta,True
ph048dno,Difficulties: none of these,sharew4_rel9-0-0_ph.dta,True
ph049d1,Difficulties: dressing including shoes and socks,sharew4_rel9-0-0_ph.dta,True
ph049d2,Difficulties: walking across a room,sharew4_rel9-0-0_ph.dta,True
ph049d3,Difficulties: bathing or showering,sharew4_rel9-0-0_ph.dta,True
ph049d4,Difficulties: eating cutting up food,sharew4_rel9-0-0_ph.dta,True
ph049d5,Difficulties: getting in or out of bed,sharew4_rel9-0-0_ph.dta,True
ph049d6,Difficulties: using the toilet incl getting up or down,sharew4_rel9-0-0_ph.dta,True
ph049d7,Difficulties: using a map in a strange place,sharew4_rel9-0-0_ph.dta,True
ph049d8,Difficulties: preparing a hot meal,sharew4_rel9-0-0_ph.dta,True
ph049d9,Difficulties: shopping for groceries,sharew4_rel9-0-0_ph.dta,True
ph049d10,Difficulties: telephone calls,sharew4_rel9-0-0_ph.dta,True
ph049d11,Difficulties: taking medications,sharew4_rel9-0-0_ph.dta,True
ph049d12,Difficulties: doing work around the house or garden,sharew4_rel9-0-0_ph.dta,True
ph049d13,Difficulties: managing money,sharew4_rel9-0-0_ph.dta,True
ph049dno,Difficulties: none of these,sharew4_rel9-0-0_ph.dta,True
ph054_,Who answered the questions in ph,sharew4_rel9-0-0_ph.dta,True
ph061_,Health problem that limits paid work,sharew4_rel9-0-0_ph.dta,True
ph065_,Check: lost weight,sharew4_rel9-0-0_ph.dta,True
ph066_,Reason lost weight,sharew4_rel9-0-0_ph.dta,True
ph071_1,How many heart attacks since last interview,sharew4_rel9-0-0_ph.dta,True
ph071_2,How many strokes/diagnosed cerebral vascular disease since last interview,sharew4_rel9-0-0_ph.dta,True
ph071_3,How often diagnosed with cancer since last interview,sharew4_rel9-0-0_ph.dta,True
ph071_4,How often suffered a hip fracture since last interview,sharew4_rel9-0-0_ph.dta,True
ph072_1,Had a heart attack since last interview,sharew4_rel9-0-0_ph.dta,True
ph072_2,Had a stroke/diagnosed with cerebral vascular disease since last interview,sharew4_rel9-0-0_ph.dta,True
ph072_3,Been diagnosed with cancer since last interview,sharew4_rel9-0-0_ph.dta,True
ph072_4,Suffered a hip fracture since last interview,sharew4_rel9-0-0_ph.dta,True
ph073_1,Check: had a heart attack before last interview,sharew4_rel9-0-0_ph.dta,True
ph073_2,Check: had a stroke/diagnosed with cerebral vascular disease before last intervi,sharew4_rel9-0-0_ph.dta,True
ph073_3,Check: been diagnosed with cancer before last interview,sharew4_rel9-0-0_ph.dta,True
ph073_4,Check: suffered a hip fracture before last interview,sharew4_rel9-0-0_ph.dta,True
ph074_1,Reason disputes had condition: heart attack,sharew4_rel9-0-0_ph.dta,True
ph074_2,Reason disputes had condition: stroke/diagnosed with cerebral vascular disease,sharew4_rel9-0-0_ph.dta,True
ph074_3,Reason disputes had condition: diagnosed with cancer,sharew4_rel9-0-0_ph.dta,True
ph074_4,Reason disputes had condition: suffered a hip fracture,sharew4_rel9-0-0_ph.dta,True
ph075_1,Had ANOTHER heart attack since last interview,sharew4_rel9-0-0_ph.dta,True
ph075_2,Had ANOTHER stroke/diagnosed with cerebral vascular disease AGAIN since last int,sharew4_rel9-0-0_ph.dta,True
ph075_3,Been diagnosed with cancer AGAIN since last interview,sharew4_rel9-0-0_ph.dta,True
ph075_4,Suffered ANOTHER hip fracture since last interview,sharew4_rel9-0-0_ph.dta,True
ph076_1,Year most recent condition: heart atttack,sharew4_rel9-0-0_ph.dta,True
ph076_2,Year most recent condition: stroke/cerebral vascular disease,sharew4_rel9-0-0_ph.dta,True
ph076_3,Year most recent condition: cancer,sharew4_rel9-0-0_ph.dta,True
ph076_4,Year most recent condition: hip fracture,sharew4_rel9-0-0_ph.dta,True
ph077_1,Month most recent condition: heart atttack,sharew4_rel9-0-0_ph.dta,True
ph077_2,Month most recent condition: stroke/cerebral vascular disease,sharew4_rel9-0-0_ph.dta,True
ph077_3,Month most recent condition: cancer,sharew4_rel9-0-0_ph.dta,True
ph077_4,Month most recent condition: hip fracture,sharew4_rel9-0-0_ph.dta,True
ph080d1,Cancer in which organs: brain,sharew4_rel9-0-0_ph.dta,True
ph080d2,Cancer in which organs: oral cavity,sharew4_rel9-0-0_ph.dta,True
ph080d3,Cancer in which organs: larynx,sharew4_rel9-0-0_ph.dta,True
ph080d4,Cancer in which organs: other pharynx,sharew4_rel9-0-0_ph.dta,True
ph080d5,Cancer in which organs: thyroid,sharew4_rel9-0-0_ph.dta,True
ph080d6,Cancer in which organs: lung,sharew4_rel9-0-0_ph.dta,True
ph080d7,Cancer in which organs: breast,sharew4_rel9-0-0_ph.dta,True
ph080d8,Cancer in which organs: oesophagus,sharew4_rel9-0-0_ph.dta,True
ph080d9,Cancer in which organs: stomach,sharew4_rel9-0-0_ph.dta,True
ph080d10,Cancer in which organs: liver,sharew4_rel9-0-0_ph.dta,True
ph080d11,Cancer in which organs: pancreas,sharew4_rel9-0-0_ph.dta,True
ph080d12,Cancer in which organs: kidney,sharew4_rel9-0-0_ph.dta,True
ph080d13,Cancer in which organs: prostate,sharew4_rel9-0-0_ph.dta,True
ph080d14,Cancer in which organs: testicle,sharew4_rel9-0-0_ph.dta,True
ph080d15,Cancer in which organs: ovary,sharew4_rel9-0-0_ph.dta,True
ph080d16,Cancer in which organs: cervix,sharew4_rel9-0-0_ph.dta,True
ph080d17,Cancer in which organs: endometrium,sharew4_rel9-0-0_ph.dta,True
ph080d18,Cancer in which organs: colon or rectum,sharew4_rel9-0-0_ph.dta,True
ph080d19,Cancer in which organs: bladder,sharew4_rel9-0-0_ph.dta,True
ph080d20,Cancer in which organs: skin,sharew4_rel9-0-0_ph.dta,True
ph080d21,Cancer in which organs: lymphoma,sharew4_rel9-0-0_ph.dta,True
ph080d22,Cancer in which organs: leukaemia,sharew4_rel9-0-0_ph.dta,True
ph080dot,Cancer in which organs: other,sharew4_rel9-0-0_ph.dta,True
exrate,Exchange rate 1 euro,sharew4_rel9-0-0_ho.dta,True
ho001_,Interview in house of respondent,sharew4_rel9-0-0_ho.dta,True
ho002_,Owner tenant or rent free,sharew4_rel9-0-0_ho.dta,True
ho003_,Rent payment period,sharew4_rel9-0-0_ho.dta,True
ho005e,Amount last rent payment,sharew4_rel9-0-0_ho.dta,True
ho005ub,Amount last rent payment ub,sharew4_rel9-0-0_ho.dta,True
ho005v1,Bracket value 1,sharew4_rel9-0-0_ho.dta,True
ho005v2,Bracket value 2,sharew4_rel9-0-0_ho.dta,True
ho005v3,Bracket value 3,sharew4_rel9-0-0_ho.dta,True
ho007_,Last rent payment included all charges and services,sharew4_rel9-0-0_ho.dta,True
ho008e,Amount charges and services,sharew4_rel9-0-0_ho.dta,True
ho008ub,Amount charges and services ub,sharew4_rel9-0-0_ho.dta,True
ho008v1,Bracket value 1,sharew4_rel9-0-0_ho.dta,True
ho008v2,Bracket value 2,sharew4_rel9-0-0_ho.dta,True
ho008v3,Bracket value 3,sharew4_rel9-0-0_ho.dta,True
ho010_,More than two months behind with rent,sharew4_rel9-0-0_ho.dta,True
ho011_,How property acquired,sharew4_rel9-0-0_ho.dta,True
ho012_,Year acquired property,sharew4_rel9-0-0_ho.dta,True
ho013_,Mortgages or loans on property,sharew4_rel9-0-0_ho.dta,True
ho014_,Years left of mortgage or loan,sharew4_rel9-0-0_ho.dta,True
ho015e,Amount still to pay on mortgage or loan,sharew4_rel9-0-0_ho.dta,True
ho015ub,Amount still to pay on mortgage or loan ub,sharew4_rel9-0-0_ho.dta,True
ho015v1,Bracket value 1,sharew4_rel9-0-0_ho.dta,True
ho015v2,Bracket value 2,sharew4_rel9-0-0_ho.dta,True
ho015v3,Bracket value 3,sharew4_rel9-0-0_ho.dta,True
ho017_,Regularly repay mortgage or loans,sharew4_rel9-0-0_ho.dta,True
ho020e,Amount regular repayments on mortgage or loan,sharew4_rel9-0-0_ho.dta,True
ho020ub,Amount regular repayments on mortgage or loan ub,sharew4_rel9-0-0_ho.dta,True
ho020v1,Bracket value 1,sharew4_rel9-0-0_ho.dta,True
ho020v2,Bracket value 2,sharew4_rel9-0-0_ho.dta,True
ho020v3,Bracket value 3,sharew4_rel9-0-0_ho.dta,True
ho022_,Behind with regular repay mortgage or loan,sharew4_rel9-0-0_ho.dta,True
ho023_,Sublet or let parts of accommodation,sharew4_rel9-0-0_ho.dta,True
ho024e,Value of property,sharew4_rel9-0-0_ho.dta,True
ho024ub,Value of property ub,sharew4_rel9-0-0_ho.dta,True
ho024v1,Bracket value 1,sharew4_rel9-0-0_ho.dta,True
ho024v2,Bracket value 2,sharew4_rel9-0-0_ho.dta,True
ho024v3,Bracket value 3,sharew4_rel9-0-0_ho.dta,True
ho026_,Own other real estate,sharew4_rel9-0-0_ho.dta,True
ho027e,Value of other real estate,sharew4_rel9-0-0_ho.dta,True
ho027ub,Value of other real estate ub,sharew4_rel9-0-0_ho.dta,True
ho027v1,Bracket value 1,sharew4_rel9-0-0_ho.dta,True
ho027v2,Bracket value 2,sharew4_rel9-0-0_ho.dta,True
ho027v3,Bracket value 3,sharew4_rel9-0-0_ho.dta,True
ho029_,Received income or rent of other real estate,sharew4_rel9-0-0_ho.dta,True
ho030e,Amount income or rent of other real estate last year,sharew4_rel9-0-0_ho.dta,True
ho030ub,Amount income or rent of other real estate last year ub,sharew4_rel9-0-0_ho.dta,True
ho030v1,Bracket value 1,sharew4_rel9-0-0_ho.dta,True
ho030v2,Bracket value 2,sharew4_rel9-0-0_ho.dta,True
ho030v3,Bracket value 3,sharew4_rel9-0-0_ho.dta,True
ho032_,Number of rooms in accommodation,sharew4_rel9-0-0_ho.dta,True
ho033_,Special features in accommodation,sharew4_rel9-0-0_ho.dta,True
ho034_,Years in accommodation,sharew4_rel9-0-0_ho.dta,True
ho036_,Type of building,sharew4_rel9-0-0_ho.dta,True
ho041_,Who answered the questions in ho,sharew4_rel9-0-0_ho.dta,True
ho042_,Number of floors of building,sharew4_rel9-0-0_ho.dta,True
ho043_,Number of steps to entrance,sharew4_rel9-0-0_ho.dta,True
ho044_,Changed place of residence,sharew4_rel9-0-0_ho.dta,True
ho045_,Main reason move,sharew4_rel9-0-0_ho.dta,True
ho054_,Elevator,sharew4_rel9-0-0_ho.dta,True
ho060_,Partner years in accomodation,sharew4_rel9-0-0_ho.dta,True
ho061_,Years in accommodation,sharew4_rel9-0-0_ho.dta,True
ho062_,Out of pocket for nursing home,sharew4_rel9-0-0_ho.dta,True
ho063_,Rent payment period,sharew4_rel9-0-0_ho.dta,True
ho065e,Amount last payment,sharew4_rel9-0-0_ho.dta,True
ho066d1,Payment covering nursing home: lodging (room),sharew4_rel9-0-0_ho.dta,True
ho066d2,Payment covering nursing home: meals,sharew4_rel9-0-0_ho.dta,True
ho066d3,Payment covering nursing home: nursing and care services,sharew4_rel9-0-0_ho.dta,True
ho066d4,Payment covering nursing home: rehabilitation and other health services,sharew4_rel9-0-0_ho.dta,True
ho067e,Amount similar dwelling todays market,sharew4_rel9-0-0_ho.dta,True
ho067ub,Amount similar dwelling todays market ub,sharew4_rel9-0-0_ho.dta,True
ho067v1,Bracket value 1,sharew4_rel9-0-0_ho.dta,True
ho067v2,Bracket value 2,sharew4_rel9-0-0_ho.dta,True
ho067v3,Bracket value 3,sharew4_rel9-0-0_ho.dta,True
ho068_,Amount rent at market price,sharew4_rel9-0-0_ho.dta,True
ho069e,Payment similar dwelling,sharew4_rel9-0-0_ho.dta,True
ho069ub,Payment similar dwelling ub,sharew4_rel9-0-0_ho.dta,True
ho069v1,Bracket value 1,sharew4_rel9-0-0_ho.dta,True
ho069v2,Bracket value 2,sharew4_rel9-0-0_ho.dta,True
ho069v3,Bracket value 3,sharew4_rel9-0-0_ho.dta,True
ho070_,Percentage of house owned,sharew4_rel9-0-0_ho.dta,True
ho074e,Income from sublet of accomodation,sharew4_rel9-0-0_ho.dta,True
sp002_,Received help from others (outside hh),sharew4_rel9-0-0_sp.dta,True
sp003_1sp,Who gave you help: person 1,sharew4_rel9-0-0_sp.dta,True
sp003_2sp,Who gave you help: person 2,sharew4_rel9-0-0_sp.dta,True
sp003_3sp,Who gave you help: person 3,sharew4_rel9-0-0_sp.dta,True
sp005_1,How often received help: from person 1,sharew4_rel9-0-0_sp.dta,True
sp005_2,How often received help: from person 2,sharew4_rel9-0-0_sp.dta,True
sp005_3,How often received help: from person 3,sharew4_rel9-0-0_sp.dta,True
sp007_1,Any other helper from outside the household,sharew4_rel9-0-0_sp.dta,True
sp007_2,Any other helper from outside the household,sharew4_rel9-0-0_sp.dta,True
sp007_3,Any other helper from outside the household,sharew4_rel9-0-0_sp.dta,True
sp008_,Given help last twelve months,sharew4_rel9-0-0_sp.dta,True
sp009_1sp,To whom did you give help: person 1,sharew4_rel9-0-0_sp.dta,True
sp009_2sp,To whom did you give help: person 2,sharew4_rel9-0-0_sp.dta,True
sp009_3sp,To whom did you give help: person 3,sharew4_rel9-0-0_sp.dta,True
sp011_1,How often given help to person 1,sharew4_rel9-0-0_sp.dta,True
sp011_2,How often given help to person 2,sharew4_rel9-0-0_sp.dta,True
sp011_3,How often given help to person 3,sharew4_rel9-0-0_sp.dta,True
sp013_1,Have you given help to others,sharew4_rel9-0-0_sp.dta,True
sp013_2,Have you given help to others,sharew4_rel9-0-0_sp.dta,True
sp013_3,Have you given help to others,sharew4_rel9-0-0_sp.dta,True
sp014_,Looked after grandchildren,sharew4_rel9-0-0_sp.dta,True
sp015d1,Looked after child of child 1,sharew4_rel9-0-0_sp.dta,True
sp015d2,Looked after child of child 2,sharew4_rel9-0-0_sp.dta,True
sp015d3,Looked after child of child 3,sharew4_rel9-0-0_sp.dta,True
sp015d4,Looked after child of child 4,sharew4_rel9-0-0_sp.dta,True
sp015d5,Looked after child of child 5,sharew4_rel9-0-0_sp.dta,True
sp015d6,Looked after child of child 6,sharew4_rel9-0-0_sp.dta,True
sp015d7,Looked after child of child 7,sharew4_rel9-0-0_sp.dta,True
sp015d8,Looked after child of child 8,sharew4_rel9-0-0_sp.dta,True
sp015d9,Looked after child of child 9,sharew4_rel9-0-0_sp.dta,True
sp015d10,Looked after child of child 10,sharew4_rel9-0-0_sp.dta,True
sp015d11,Looked after child of child 11,sharew4_rel9-0-0_sp.dta,True
sp015d12,Looked after child of child 12,sharew4_rel9-0-0_sp.dta,True
sp015d13,Looked after child of child 13,sharew4_rel9-0-0_sp.dta,True
sp015d14,Looked after child of child 14,sharew4_rel9-0-0_sp.dta,True
sp015d15,Looked after child of child 15,sharew4_rel9-0-0_sp.dta,True
sp015d16,Looked after child of child 16,sharew4_rel9-0-0_sp.dta,True
sp015d17,Looked after child of child 17,sharew4_rel9-0-0_sp.dta,True
sp015d18,Looked after child of child 18,sharew4_rel9-0-0_sp.dta,True
sp015d19,Looked after child of child 19,sharew4_rel9-0-0_sp.dta,True
sp015d20,Looked after child of child 20,sharew4_rel9-0-0_sp.dta,True
sp015d21,Looked after child of deceased child,sharew4_rel9-0-0_sp.dta,True
sp016_1,How often did you look after child of child 1,sharew4_rel9-0-0_sp.dta,True
sp016_2,How often did you look after child of child 2,sharew4_rel9-0-0_sp.dta,True
sp016_3,How often did you look after child of child 3,sharew4_rel9-0-0_sp.dta,True
sp016_4,How often did you look after child of child 4,sharew4_rel9-0-0_sp.dta,True
sp016_5,How often did you look after child of child 5,sharew4_rel9-0-0_sp.dta,True
sp016_6,How often did you look after child of child 6,sharew4_rel9-0-0_sp.dta,True
sp016_7,How often did you look after child of child 7,sharew4_rel9-0-0_sp.dta,True
sp016_8,How often did you look after child of child 8,sharew4_rel9-0-0_sp.dta,True
sp016_9,How often did you look after child of child 9,sharew4_rel9-0-0_sp.dta,True
sp016_10,How often did you look after child of child 10,sharew4_rel9-0-0_sp.dta,True
sp016_11,How often did you look after child of child 11,sharew4_rel9-0-0_sp.dta,True
sp016_12,How often did you look after child of child 12,sharew4_rel9-0-0_sp.dta,True
sp016_13,How often did you look after child of child 13,sharew4_rel9-0-0_sp.dta,True
sp016_14,How often did you look after child of child 14,sharew4_rel9-0-0_sp.dta,True
sp016_15,How often do you look after child of child 15,sharew4_rel9-0-0_sp.dta,True
sp016_16,How often do you look after child of child 16,sharew4_rel9-0-0_sp.dta,True
sp016_17,How often do you look after child of child 17,sharew4_rel9-0-0_sp.dta,True
sp016_18,How often do you look after child of child 18,sharew4_rel9-0-0_sp.dta,True
sp016_19,How often do you look after child of child 19,sharew4_rel9-0-0_sp.dta,True
sp016_20,How often do you look after child of child 20,sharew4_rel9-0-0_sp.dta,True
