"NomVariable","Label"
"ep082ub_9","Total amount of lump sum payment income source c9 ub"
"ep082e_10","Total amount of lump sum payment income source c10"
"ep082ub_10","Total amount of lump sum payment income source c10 ub"
"ep082e_11","Total amount of lump sum payment income source c11"
"ep082ub_11","Total amount of lump sum payment income source c11 ub"
"ep082v1","Bracket value 1"
"ep082v2","Bracket value 2"
"ep082v3","Bracket value 3"
"ep085_","Receive care insurance payments"
"ep086e","Amount of care insurance"
"ep087_","Apply for care insurance"
"ep088_","Application rejected or pending"
"ep089d1","Regular payments received: life insurance"
"ep089d2","Regular payments received: private annuity/private personal pension"
"ep089d3","Regular payments received: private health insurance"
"ep089d4","Regular payments received: alimony"
"ep089d5","Regular payments received: from charities"
"ep089dno","Regular payments received: none of these"
"ep090_1","Period received payment c1"
"ep090_2","Period received payment c2"
"ep090_3","Period received payment c3"
"ep090_4","Period received payment c4"
"ep090_5","Period received payment c5"
"ep092_1","Additional payments for this benefit in last year, payment c1"
"ep092_2","Additional payments for this benefit in last year, payment c2"
"ep092_3","Additional payments for this benefit in last year, payment c3"
"ep092_4","Additional payments for this benefit in last year, payment c4"
"ep092_5","Additional payments for this benefit in last year, payment c5"
"ep094e_1","Total amount payment c1 last year"
"ep094ub_1","Total amount payment c1 last year ub"
"ep094e_2","Total amount payment c2 last year"
"ep094ub_2","Total amount payment c2 last year ub"
"ep094e_3","Total amount payment c3 last year"
"ep094ub_3","Total amount payment c3 last year ub"
"ep094e_4","Total amount payment c4 last year"
"ep094ub_4","Total amount payment c4 last year ub"
"ep094e_5","Total amount payment c5 last year"
"ep094ub_5","Total amount payment c5 last year ub"
"ep094v1","Bracket value 1"
"ep094v2","Bracket value 2"
"ep094v3","Bracket value 3"
"ep096_1","Months received payment c1"
"ep096_2","Months received payment c2"
"ep096_3","Months received payment c3"
"ep096_4","Months received payment c4"
"ep096_5","Months received payment c5"
"ep097_","Pension claims"
"ep098d1","Type of pension entitled to: country specific category 1"
"ep098d2","Type of pension entitled to: country specific category 2"
"ep098d3","Type of pension entitled to: country specific category 3"
"ep098d4","Type of pension entitled to: country specific category 4"
"ep098d5","Type of pension entitled to: country specific category 5"
"ep098d6","Type of pension entitled to: country-specific category 6"
"ep098d7","Type of pension entitled to: country-specific category 7"
"ep098dno","Type of pension entitled to: none of these"
"ep099_1","Pension c1 with/without health insurance"
"ep099_2","Pension c2 with/without health insurance"
"ep099_3","Pension c3 with/without health insurance"
"ep099_4","Pension c4 with/without health insurance"
"ep099_5","Pension c5 with/without health insurance"
"ep099_6","Pension c6 with/without health insurance"
"ep099_7","Pension c7 with/without health insurance"
"ep100_1","Percentage of salary to pension c1"
"ep100_2","Percentage of salary to pension c2"
"ep100_3","Percentage of salary to pension c3"
"ep100_4","Percentage of salary to pension c4"
"ep100_5","Percentage of salary to pension c5"
"ep100_6","Percentage of salary to pension c6"
"ep100_7","Percentage of salary to pension c7"
"ep102_1","Compulsory or voluntary participation in pension c1"
"ep102_2","Compulsory or voluntary participation in pension c2"
"ep102_3","Compulsory or voluntary participation in pension c3"
"ep102_4","Compulsory or voluntary participation in pension c4"
"ep102_5","Compulsory or voluntary participation in pension c5"
"ep102_6","Compulsory or voluntary plan or fund, pension c6"
"ep102_7","Compulsory or voluntary plan or fund, pension c7"
"ep103_1","Years contributing to plan, pension c1"
"ep103_2","Years contributing to plan, pension c2"
"ep103_3","Years contributing to plan, pension c3"
"ep103_4","Years contributing to plan, pension c4"
"ep103_5","Years contributing to plan, pension c5"
"ep103_6","Years contributing to plan, pension c6"
"ep103_7","Years contributing to plan, pension c7"
"ep104_1","Retirement age in pension c1"
"ep104_2","Retirement age in pension c2"
"ep104_3","Retirement age in pension c3"
"ep104_4","Retirement age in pension c4"
"ep104_5","Retirement age in pension c5"
"ep104_6","Retirement age in pension c6"
"ep104_7","Retirement age in pension c7"
"ep105_1","Early retirement possibility, pension c1"
"ep105_2","Early retirement possibility, pension c2"
"ep105_3","Early retirement possibility, pension c3"
"ep105_4","Early retirement possibility, pension c4"
"ep105_5","Early retirement possibility, pension c5"
"ep105_6","Early retirement possibility, pension c6"
"ep105_7","Early retirement possibility, pension c7"
"ep106_1","Expected age to collect pension c1"
"ep106_2","Expected age to collect pension c2"
"ep106_3","Expected age to collect pension c3"
"ep106_4","Expected age to collect pension c4"
"ep106_5","Expected age to collect pension c5"
"ep106_6","Expected age to collect pension c6"
"ep106_7","Expected age to collect pension c7"
"ep107_1","Expect lump sum payment with pension c1"
"ep107_2","Expect lump sum payment with pension c2"
"ep107_3","Expect lump sum payment with pension c3"
"ep107_4","Expect lump sum payment with pension c4"
"ep107_5","Expect lump sum payment with pension c5"
"ep107_6","Expect lump sum payment with pension c6"
"ep107_7","Expect lump sum payment with pension c7"
"ep108e_1","Amount lump sum payment at retirement, pension c1"
"ep108ub_1","Amount lump sum payment at retirement, pension c1 ub"
"ep108e_2","Amount lump sum payment at retirement, pension c2"
"ep108ub_2","Amount lump sum payment at retirement, pension c2 ub"
"ep108e_3","Amount lump sum payment at retirement, pension c3"
"ep108ub_3","Amount lump sum payment at retirement, pension c3 ub"
"ep108e_4","Amount lump sum payment at retirement, pension c4"
"ep108ub_4","Amount lump sum payment at retirement, pension c4 ub"
"ep108e_5","Amount lump sum payment at retirement, pension c5"
"ep108ub_5","Amount lump sum payment at retirement, pension c5 ub"
"ep108e_6","Amount lump sum payment at retirement, pension c6"
"ep108ub_6","Amount lump sum payment at retirement, pension c6 ub"
"ep108e_7","Amount lump sum payment at retirement, pension c7"
"ep108ub_7","Amount lump sum payment at retirement, pension c7 ub"
"ep108v1","Bracket value 1"
"ep108v2","Bracket value 2"
"ep108v3","Bracket value 3"
"ep109_1","Percentage of salary received as pension c1"
"ep109_2","Percentage of salary received as pension c2"
"ep109_3","Percentage of salary received as pension c3"
"ep109_4","Percentage of salary received as pension c4"
"ep109_5","Percentage of salary received as pension c5"
"ep109_6","Percentage of salary received as pension c6"
"ep109_7","Percentage of salary received as pension c7"
"ep201e_1","Taken home from work after tax, (main) job"
"ep201ub_1","Taken home from work after tax, (main) job ub"
"ep201e_2","Taken home from work after tax, secondary job"
"ep201ub_2","Taken home from work after tax, secondary job ub"
"ep201v1","Bracket value 1"
"ep201v2","Bracket value 2"
"ep201v3","Bracket value 3"
"ep204_","Any earnings from employment previous year"
"ep205e","Earnings employment per year before taxes"
"ep205ub","Earnings employment per year before taxes ub"
"ep205v1","Bracket value 1"
"ep205v2","Bracket value 2"
"ep205v3","Bracket value 3"
"ep206_","Income from self-employment previous year"
"ep207e","Earnings self-employment per year before taxes"
"ep207ub","Earnings self-employment per year before taxes ub"
"ep207v1","Bracket value 1"
"ep207v2","Bracket value 2"
"ep207v3","Bracket value 3"
"ep208_1","How many months received income source c1"
"ep208_2","How many months received income source c2"
"ep208_3","How many months received income source c3"
"ep208_4","How many months received income source c4"
"ep208_5","How many months received income source c5"
"ep208_6","How many months received income source c6"
"ep208_7","How many months received income source c7"
"ep208_8","How many months received income source c8"
"ep208_9","How many months received income source c9"
"ep208_10","How many months received income source c10"
"ep208_11","How many months received income source c11"
"ep209e_1","Additional payments c1 after taxes"
"ep209ub_1","Additional payments c1 after taxes ub"
"ep209e_2","Additional payments c2 after taxes"
"ep209ub_2","Additional payments c2 after taxes ub"
"ep209e_3","Additional payments c3 after taxes"
"ep209ub_3","Additional payments c3 after taxes ub"
"ep209e_4","Additional payments c4 after taxes"
"ep209ub_4","Additional payments c4 after taxes ub"
"ep209e_5","Additional payments c5 after taxes"
"ep209ub_5","Additional payments c5 after taxes ub"
"ep209v1","Bracket value 1"
"ep209v2","Bracket value 2"
"ep209v3","Bracket value 3"
"ep210_","Who answered section ep"
"ep213_1","First year received income source c1"
"ep213_2","First year received income source c2"
"ep213_3","First year received income source c3"
"ep213_4","First year received income source c4"
"ep213_5","First year received income source c5"
"ep213_6","First year received income source c6"
"ep213_7","First year received income source c7"
"ep213_8","First year received income source c8"
"ep213_9","First year received income source c9"
"ep213_10","First year received income source c10"
"ep213_11","First year received income source c11"
"ep214_1","Amount includes additional payments (main) job"
"ep214_2","Amount includes additional payments secondary job"
