column,file_name,is_valid
hc039d9,sharew1_rel9-0-0_hc.dta,True
hc039d10,sharew1_rel9-0-0_hc.dta,True
hc039d11,sharew1_rel9-0-0_hc.dta,True
hc039dot,sharew1_rel9-0-0_hc.dta,True
hc040_,sharew1_rel9-0-0_hc.dta,True
hc041d1,sharew1_rel9-0-0_hc.dta,True
hc041d2,sharew1_rel9-0-0_hc.dta,True
hc041d3,sharew1_rel9-0-0_hc.dta,True
hc041d4,sharew1_rel9-0-0_hc.dta,True
hc041d5,sharew1_rel9-0-0_hc.dta,True
hc041d6,sharew1_rel9-0-0_hc.dta,True
hc041d7,sharew1_rel9-0-0_hc.dta,True
hc041d8,sharew1_rel9-0-0_hc.dta,True
hc041d9,sharew1_rel9-0-0_hc.dta,True
hc041d10,sharew1_rel9-0-0_hc.dta,True
hc041d11,sharew1_rel9-0-0_hc.dta,True
hc041dot,sharew1_rel9-0-0_hc.dta,True
hc042_,sharew1_rel9-0-0_hc.dta,True
hc043d1,sharew1_rel9-0-0_hc.dta,True
hc043d2,sharew1_rel9-0-0_hc.dta,True
hc043d3,sharew1_rel9-0-0_hc.dta,True
hc043d4,sharew1_rel9-0-0_hc.dta,True
hc043d5,sharew1_rel9-0-0_hc.dta,True
hc043d6,sharew1_rel9-0-0_hc.dta,True
hc043d7,sharew1_rel9-0-0_hc.dta,True
hc043d8,sharew1_rel9-0-0_hc.dta,True
hc043d9,sharew1_rel9-0-0_hc.dta,True
hc043d10,sharew1_rel9-0-0_hc.dta,True
hc043d11,sharew1_rel9-0-0_hc.dta,True
hc043dot,sharew1_rel9-0-0_hc.dta,True
hc045e,sharew1_rel9-0-0_hc.dta,True
hc045ub,sharew1_rel9-0-0_hc.dta,True
hc045v1,sharew1_rel9-0-0_hc.dta,True
hc045v2,sharew1_rel9-0-0_hc.dta,True
hc045v3,sharew1_rel9-0-0_hc.dta,True
hc047e,sharew1_rel9-0-0_hc.dta,True
hc047ub,sharew1_rel9-0-0_hc.dta,True
hc047v1,sharew1_rel9-0-0_hc.dta,True
hc047v2,sharew1_rel9-0-0_hc.dta,True
hc047v3,sharew1_rel9-0-0_hc.dta,True
hc049e,sharew1_rel9-0-0_hc.dta,True
hc049ub,sharew1_rel9-0-0_hc.dta,True
hc049v1,sharew1_rel9-0-0_hc.dta,True
hc049v2,sharew1_rel9-0-0_hc.dta,True
hc049v3,sharew1_rel9-0-0_hc.dta,True
hc051e,sharew1_rel9-0-0_hc.dta,True
hc051ub,sharew1_rel9-0-0_hc.dta,True
hc051v1,sharew1_rel9-0-0_hc.dta,True
hc051v2,sharew1_rel9-0-0_hc.dta,True
hc051v3,sharew1_rel9-0-0_hc.dta,True
hc053_,sharew1_rel9-0-0_hc.dta,True
hc054e,sharew1_rel9-0-0_hc.dta,True
hc055_,sharew1_rel9-0-0_hc.dta,True
hc056_,sharew1_rel9-0-0_hc.dta,True
hc057_,sharew1_rel9-0-0_hc.dta,True
hc058_,sharew1_rel9-0-0_hc.dta,True
hc059d1,sharew1_rel9-0-0_hc.dta,True
hc059d2,sharew1_rel9-0-0_hc.dta,True
hc059d3,sharew1_rel9-0-0_hc.dta,True
hc059d4,sharew1_rel9-0-0_hc.dta,True
hc059d5,sharew1_rel9-0-0_hc.dta,True
hc059d6,sharew1_rel9-0-0_hc.dta,True
hc059d7,sharew1_rel9-0-0_hc.dta,True
hc059d8,sharew1_rel9-0-0_hc.dta,True
hc059d9,sharew1_rel9-0-0_hc.dta,True
hc059d10,sharew1_rel9-0-0_hc.dta,True
hc059d11,sharew1_rel9-0-0_hc.dta,True
hc059d12,sharew1_rel9-0-0_hc.dta,True
hc059dno,sharew1_rel9-0-0_hc.dta,True
hc059dot,sharew1_rel9-0-0_hc.dta,True
hc060d1,sharew1_rel9-0-0_hc.dta,True
hc060d2,sharew1_rel9-0-0_hc.dta,True
hc060d3,sharew1_rel9-0-0_hc.dta,True
hc060d4,sharew1_rel9-0-0_hc.dta,True
hc060d5,sharew1_rel9-0-0_hc.dta,True
hc060d6,sharew1_rel9-0-0_hc.dta,True
hc060d7,sharew1_rel9-0-0_hc.dta,True
hc060d8,sharew1_rel9-0-0_hc.dta,True
hc060d9,sharew1_rel9-0-0_hc.dta,True
hc060d10,sharew1_rel9-0-0_hc.dta,True
hc060d11,sharew1_rel9-0-0_hc.dta,True
hc060d12,sharew1_rel9-0-0_hc.dta,True
hc060d13,sharew1_rel9-0-0_hc.dta,True
hc060d14,sharew1_rel9-0-0_hc.dta,True
hc060d15,sharew1_rel9-0-0_hc.dta,True
hc060d16,sharew1_rel9-0-0_hc.dta,True
hc060d17,sharew1_rel9-0-0_hc.dta,True
hc060d18,sharew1_rel9-0-0_hc.dta,True
hc060d19,sharew1_rel9-0-0_hc.dta,True
hc060d20,sharew1_rel9-0-0_hc.dta,True
hc060d21,sharew1_rel9-0-0_hc.dta,True
hc060d22,sharew1_rel9-0-0_hc.dta,True
hc060dno,sharew1_rel9-0-0_hc.dta,True
hc060dot,sharew1_rel9-0-0_hc.dta,True
hc061e,sharew1_rel9-0-0_hc.dta,True
hc061ub,sharew1_rel9-0-0_hc.dta,True
hc061v1,sharew1_rel9-0-0_hc.dta,True
hc061v2,sharew1_rel9-0-0_hc.dta,True
hc061v3,sharew1_rel9-0-0_hc.dta,True
hc063_,sharew1_rel9-0-0_hc.dta,True
ep002_,sharew1_rel9-0-0_ep.dta,True
ep003_,sharew1_rel9-0-0_ep.dta,True
ep005_,sharew1_rel9-0-0_ep.dta,True
ep005raw,sharew1_rel9-0-0_ep.dta,True
ep006_,sharew1_rel9-0-0_ep.dta,True
ep007_,sharew1_rel9-0-0_ep.dta,True
ep009_1,sharew1_rel9-0-0_ep.dta,True
ep009_2,sharew1_rel9-0-0_ep.dta,True
ep010_1,sharew1_rel9-0-0_ep.dta,True
ep010_2,sharew1_rel9-0-0_ep.dta,True
ep011_1,sharew1_rel9-0-0_ep.dta,True
ep011_2,sharew1_rel9-0-0_ep.dta,True
ep012_1,sharew1_rel9-0-0_ep.dta,True
ep012_2,sharew1_rel9-0-0_ep.dta,True
ep013_1,sharew1_rel9-0-0_ep.dta,True
ep013_2,sharew1_rel9-0-0_ep.dta,True
ep014_1,sharew1_rel9-0-0_ep.dta,True
ep014_2,sharew1_rel9-0-0_ep.dta,True
ep019_1,sharew1_rel9-0-0_ep.dta,True
ep019_2,sharew1_rel9-0-0_ep.dta,True
ep020_1,sharew1_rel9-0-0_ep.dta,True
ep020_2,sharew1_rel9-0-0_ep.dta,True
ep021_1,sharew1_rel9-0-0_ep.dta,True
ep021_2,sharew1_rel9-0-0_ep.dta,True
ep022_1,sharew1_rel9-0-0_ep.dta,True
ep022_2,sharew1_rel9-0-0_ep.dta,True
ep024_1,sharew1_rel9-0-0_ep.dta,True
ep024_2,sharew1_rel9-0-0_ep.dta,True
ep026_,sharew1_rel9-0-0_ep.dta,True
ep027_,sharew1_rel9-0-0_ep.dta,True
ep028_,sharew1_rel9-0-0_ep.dta,True
ep029_,sharew1_rel9-0-0_ep.dta,True
ep030_,sharew1_rel9-0-0_ep.dta,True
ep031_,sharew1_rel9-0-0_ep.dta,True
ep032_,sharew1_rel9-0-0_ep.dta,True
ep033_,sharew1_rel9-0-0_ep.dta,True
ep034_,sharew1_rel9-0-0_ep.dta,True
ep035_,sharew1_rel9-0-0_ep.dta,True
ep036_,sharew1_rel9-0-0_ep.dta,True
ep037_,sharew1_rel9-0-0_ep.dta,True
ep038_1,sharew1_rel9-0-0_ep.dta,True
ep038_2,sharew1_rel9-0-0_ep.dta,True
ep041e_1,sharew1_rel9-0-0_ep.dta,True
ep041ub_1,sharew1_rel9-0-0_ep.dta,True
ep041e_2,sharew1_rel9-0-0_ep.dta,True
ep041ub_2,sharew1_rel9-0-0_ep.dta,True
ep041v1,sharew1_rel9-0-0_ep.dta,True
ep041v2,sharew1_rel9-0-0_ep.dta,True
ep041v3,sharew1_rel9-0-0_ep.dta,True
ep045e_1,sharew1_rel9-0-0_ep.dta,True
ep045ub_1,sharew1_rel9-0-0_ep.dta,True
ep045e_2,sharew1_rel9-0-0_ep.dta,True
ep045ub_2,sharew1_rel9-0-0_ep.dta,True
ep045v1,sharew1_rel9-0-0_ep.dta,True
ep045v2,sharew1_rel9-0-0_ep.dta,True
ep045v3,sharew1_rel9-0-0_ep.dta,True
ep049_,sharew1_rel9-0-0_ep.dta,True
ep050_,sharew1_rel9-0-0_ep.dta,True
ep051_,sharew1_rel9-0-0_ep.dta,True
ep055_,sharew1_rel9-0-0_ep.dta,True
ep056_,sharew1_rel9-0-0_ep.dta,True
ep057_,sharew1_rel9-0-0_ep.dta,True
ep058_,sharew1_rel9-0-0_ep.dta,True
ep059_,sharew1_rel9-0-0_ep.dta,True
ep061_,sharew1_rel9-0-0_ep.dta,True
ep064d1,sharew1_rel9-0-0_ep.dta,True
ep064d2,sharew1_rel9-0-0_ep.dta,True
ep064d3,sharew1_rel9-0-0_ep.dta,True
ep064d4,sharew1_rel9-0-0_ep.dta,True
ep064d5,sharew1_rel9-0-0_ep.dta,True
ep064d6,sharew1_rel9-0-0_ep.dta,True
ep064d7,sharew1_rel9-0-0_ep.dta,True
ep064d8,sharew1_rel9-0-0_ep.dta,True
ep064d9,sharew1_rel9-0-0_ep.dta,True
ep064d10,sharew1_rel9-0-0_ep.dta,True
ep064dot,sharew1_rel9-0-0_ep.dta,True
ep065_,sharew1_rel9-0-0_ep.dta,True
ep067_,sharew1_rel9-0-0_ep.dta,True
ep068_,sharew1_rel9-0-0_ep.dta,True
ep069d1,sharew1_rel9-0-0_ep.dta,True
ep069d2,sharew1_rel9-0-0_ep.dta,True
ep069d3,sharew1_rel9-0-0_ep.dta,True
ep069d4,sharew1_rel9-0-0_ep.dta,True
ep069dot,sharew1_rel9-0-0_ep.dta,True
ep071d1,sharew1_rel9-0-0_ep.dta,True
ep071d2,sharew1_rel9-0-0_ep.dta,True
ep071d3,sharew1_rel9-0-0_ep.dta,True
ep071d4,sharew1_rel9-0-0_ep.dta,True
ep071d5,sharew1_rel9-0-0_ep.dta,True
ep071d6,sharew1_rel9-0-0_ep.dta,True
ep071d7,sharew1_rel9-0-0_ep.dta,True
ep071d8,sharew1_rel9-0-0_ep.dta,True
ep071d9,sharew1_rel9-0-0_ep.dta,True
ep071d10,sharew1_rel9-0-0_ep.dta,True
ep071d11,sharew1_rel9-0-0_ep.dta,True
ep071dot,sharew1_rel9-0-0_ep.dta,True
ep071dno,sharew1_rel9-0-0_ep.dta,True
ep074_1,sharew1_rel9-0-0_ep.dta,True
ep074_2,sharew1_rel9-0-0_ep.dta,True
ep074_3,sharew1_rel9-0-0_ep.dta,True
ep074_4,sharew1_rel9-0-0_ep.dta,True
ep074_5,sharew1_rel9-0-0_ep.dta,True
ep074_6,sharew1_rel9-0-0_ep.dta,True
ep074_7,sharew1_rel9-0-0_ep.dta,True
ep074_8,sharew1_rel9-0-0_ep.dta,True
ep074_9,sharew1_rel9-0-0_ep.dta,True
ep074_10,sharew1_rel9-0-0_ep.dta,True
ep074_11,sharew1_rel9-0-0_ep.dta,True
ep078e_1,sharew1_rel9-0-0_ep.dta,True
ep078ub_1,sharew1_rel9-0-0_ep.dta,True
ep078e_2,sharew1_rel9-0-0_ep.dta,True
ep078ub_2,sharew1_rel9-0-0_ep.dta,True
ep078e_3,sharew1_rel9-0-0_ep.dta,True
ep078ub_3,sharew1_rel9-0-0_ep.dta,True
ep078e_4,sharew1_rel9-0-0_ep.dta,True
ep078ub_4,sharew1_rel9-0-0_ep.dta,True
ep078e_5,sharew1_rel9-0-0_ep.dta,True
ep078ub_5,sharew1_rel9-0-0_ep.dta,True
ep078e_6,sharew1_rel9-0-0_ep.dta,True
ep078ub_6,sharew1_rel9-0-0_ep.dta,True
ep078e_7,sharew1_rel9-0-0_ep.dta,True
ep078ub_7,sharew1_rel9-0-0_ep.dta,True
ep078e_8,sharew1_rel9-0-0_ep.dta,True
ep078ub_8,sharew1_rel9-0-0_ep.dta,True
ep078e_9,sharew1_rel9-0-0_ep.dta,True
ep078ub_9,sharew1_rel9-0-0_ep.dta,True
ep078e_10,sharew1_rel9-0-0_ep.dta,True
ep078ub_10,sharew1_rel9-0-0_ep.dta,True
ep078e_11,sharew1_rel9-0-0_ep.dta,True
ep078ub_11,sharew1_rel9-0-0_ep.dta,True
ep078v1,sharew1_rel9-0-0_ep.dta,True
ep078v2,sharew1_rel9-0-0_ep.dta,True
ep078v3,sharew1_rel9-0-0_ep.dta,True
ep081_1,sharew1_rel9-0-0_ep.dta,True
ep081_2,sharew1_rel9-0-0_ep.dta,True
ep081_3,sharew1_rel9-0-0_ep.dta,True
ep081_4,sharew1_rel9-0-0_ep.dta,True
ep081_5,sharew1_rel9-0-0_ep.dta,True
ep081_6,sharew1_rel9-0-0_ep.dta,True
ep081_7,sharew1_rel9-0-0_ep.dta,True
ep081_8,sharew1_rel9-0-0_ep.dta,True
ep081_9,sharew1_rel9-0-0_ep.dta,True
ep081_10,sharew1_rel9-0-0_ep.dta,True
ep081_11,sharew1_rel9-0-0_ep.dta,True
ep082e_1,sharew1_rel9-0-0_ep.dta,True
ep082ub_1,sharew1_rel9-0-0_ep.dta,True
ep082e_2,sharew1_rel9-0-0_ep.dta,True
ep082ub_2,sharew1_rel9-0-0_ep.dta,True
ep082e_3,sharew1_rel9-0-0_ep.dta,True
ep082ub_3,sharew1_rel9-0-0_ep.dta,True
ep082e_4,sharew1_rel9-0-0_ep.dta,True
ep082ub_4,sharew1_rel9-0-0_ep.dta,True
ep082e_5,sharew1_rel9-0-0_ep.dta,True
ep082ub_5,sharew1_rel9-0-0_ep.dta,True
ep082e_6,sharew1_rel9-0-0_ep.dta,True
ep082ub_6,sharew1_rel9-0-0_ep.dta,True
ep082e_7,sharew1_rel9-0-0_ep.dta,True
ep082ub_7,sharew1_rel9-0-0_ep.dta,True
ep082e_8,sharew1_rel9-0-0_ep.dta,True
ep082ub_8,sharew1_rel9-0-0_ep.dta,True
ep082e_9,sharew1_rel9-0-0_ep.dta,True
ep082ub_9,sharew1_rel9-0-0_ep.dta,True
ep082e_10,sharew1_rel9-0-0_ep.dta,True
ep082ub_10,sharew1_rel9-0-0_ep.dta,True
ep082e_11,sharew1_rel9-0-0_ep.dta,True
ep082ub_11,sharew1_rel9-0-0_ep.dta,True
ep082v1,sharew1_rel9-0-0_ep.dta,True
ep082v2,sharew1_rel9-0-0_ep.dta,True
ep082v3,sharew1_rel9-0-0_ep.dta,True
ep085_,sharew1_rel9-0-0_ep.dta,True
ep086e,sharew1_rel9-0-0_ep.dta,True
ep087_,sharew1_rel9-0-0_ep.dta,True
ep088_,sharew1_rel9-0-0_ep.dta,True
ep089d1,sharew1_rel9-0-0_ep.dta,True
ep089d2,sharew1_rel9-0-0_ep.dta,True
ep089d3,sharew1_rel9-0-0_ep.dta,True
ep089d4,sharew1_rel9-0-0_ep.dta,True
ep089d5,sharew1_rel9-0-0_ep.dta,True
ep089dno,sharew1_rel9-0-0_ep.dta,True
ep090_1,sharew1_rel9-0-0_ep.dta,True
ep090_2,sharew1_rel9-0-0_ep.dta,True
ep090_3,sharew1_rel9-0-0_ep.dta,True
ep090_4,sharew1_rel9-0-0_ep.dta,True
ep090_5,sharew1_rel9-0-0_ep.dta,True
ep092_1,sharew1_rel9-0-0_ep.dta,True
ep092_2,sharew1_rel9-0-0_ep.dta,True
ep092_3,sharew1_rel9-0-0_ep.dta,True
ep092_4,sharew1_rel9-0-0_ep.dta,True
ep092_5,sharew1_rel9-0-0_ep.dta,True
ep094e_1,sharew1_rel9-0-0_ep.dta,True
ep094ub_1,sharew1_rel9-0-0_ep.dta,True
ep094e_2,sharew1_rel9-0-0_ep.dta,True
ep094ub_2,sharew1_rel9-0-0_ep.dta,True
ep094e_3,sharew1_rel9-0-0_ep.dta,True
ep094ub_3,sharew1_rel9-0-0_ep.dta,True
ep094e_4,sharew1_rel9-0-0_ep.dta,True
ep094ub_4,sharew1_rel9-0-0_ep.dta,True
ep094e_5,sharew1_rel9-0-0_ep.dta,True
ep094ub_5,sharew1_rel9-0-0_ep.dta,True
ep094v1,sharew1_rel9-0-0_ep.dta,True
ep094v2,sharew1_rel9-0-0_ep.dta,True
ep094v3,sharew1_rel9-0-0_ep.dta,True
ep096_1,sharew1_rel9-0-0_ep.dta,True
ep096_2,sharew1_rel9-0-0_ep.dta,True
ep096_3,sharew1_rel9-0-0_ep.dta,True
ep096_4,sharew1_rel9-0-0_ep.dta,True
ep096_5,sharew1_rel9-0-0_ep.dta,True
ep097_,sharew1_rel9-0-0_ep.dta,True
ep098d1,sharew1_rel9-0-0_ep.dta,True
ep098d2,sharew1_rel9-0-0_ep.dta,True
ep098d3,sharew1_rel9-0-0_ep.dta,True
ep098d4,sharew1_rel9-0-0_ep.dta,True
ep098d5,sharew1_rel9-0-0_ep.dta,True
ep098d6,sharew1_rel9-0-0_ep.dta,True
ep098d7,sharew1_rel9-0-0_ep.dta,True
ep098dno,sharew1_rel9-0-0_ep.dta,True
ep099_1,sharew1_rel9-0-0_ep.dta,True
ep099_2,sharew1_rel9-0-0_ep.dta,True
ep099_3,sharew1_rel9-0-0_ep.dta,True
ep099_4,sharew1_rel9-0-0_ep.dta,True
ep099_5,sharew1_rel9-0-0_ep.dta,True
ep099_6,sharew1_rel9-0-0_ep.dta,True
ep099_7,sharew1_rel9-0-0_ep.dta,True
ep100_1,sharew1_rel9-0-0_ep.dta,True
ep100_2,sharew1_rel9-0-0_ep.dta,True
ep100_3,sharew1_rel9-0-0_ep.dta,True
ep100_4,sharew1_rel9-0-0_ep.dta,True
ep100_5,sharew1_rel9-0-0_ep.dta,True
ep100_6,sharew1_rel9-0-0_ep.dta,True
ep100_7,sharew1_rel9-0-0_ep.dta,True
ep102_1,sharew1_rel9-0-0_ep.dta,True
ep102_2,sharew1_rel9-0-0_ep.dta,True
ep102_3,sharew1_rel9-0-0_ep.dta,True
ep102_4,sharew1_rel9-0-0_ep.dta,True
ep102_5,sharew1_rel9-0-0_ep.dta,True
ep102_6,sharew1_rel9-0-0_ep.dta,True
ep102_7,sharew1_rel9-0-0_ep.dta,True
ep103_1,sharew1_rel9-0-0_ep.dta,True
ep103_2,sharew1_rel9-0-0_ep.dta,True
ep103_3,sharew1_rel9-0-0_ep.dta,True
ep103_4,sharew1_rel9-0-0_ep.dta,True
ep103_5,sharew1_rel9-0-0_ep.dta,True
ep103_6,sharew1_rel9-0-0_ep.dta,True
ep103_7,sharew1_rel9-0-0_ep.dta,True
ep104_1,sharew1_rel9-0-0_ep.dta,True
ep104_2,sharew1_rel9-0-0_ep.dta,True
ep104_3,sharew1_rel9-0-0_ep.dta,True
ep104_4,sharew1_rel9-0-0_ep.dta,True
ep104_5,sharew1_rel9-0-0_ep.dta,True
ep104_6,sharew1_rel9-0-0_ep.dta,True
ep104_7,sharew1_rel9-0-0_ep.dta,True
ep105_1,sharew1_rel9-0-0_ep.dta,True
ep105_2,sharew1_rel9-0-0_ep.dta,True
ep105_3,sharew1_rel9-0-0_ep.dta,True
ep105_4,sharew1_rel9-0-0_ep.dta,True
ep105_5,sharew1_rel9-0-0_ep.dta,True
ep105_6,sharew1_rel9-0-0_ep.dta,True
ep105_7,sharew1_rel9-0-0_ep.dta,True
ep106_1,sharew1_rel9-0-0_ep.dta,True
ep106_2,sharew1_rel9-0-0_ep.dta,True
ep106_3,sharew1_rel9-0-0_ep.dta,True
ep106_4,sharew1_rel9-0-0_ep.dta,True
ep106_5,sharew1_rel9-0-0_ep.dta,True
ep106_6,sharew1_rel9-0-0_ep.dta,True
ep106_7,sharew1_rel9-0-0_ep.dta,True
ep107_1,sharew1_rel9-0-0_ep.dta,True
ep107_2,sharew1_rel9-0-0_ep.dta,True
ep107_3,sharew1_rel9-0-0_ep.dta,True
ep107_4,sharew1_rel9-0-0_ep.dta,True
ep107_5,sharew1_rel9-0-0_ep.dta,True
ep107_6,sharew1_rel9-0-0_ep.dta,True
ep107_7,sharew1_rel9-0-0_ep.dta,True
ep108e_1,sharew1_rel9-0-0_ep.dta,True
ep108ub_1,sharew1_rel9-0-0_ep.dta,True
ep108e_2,sharew1_rel9-0-0_ep.dta,True
ep108ub_2,sharew1_rel9-0-0_ep.dta,True
ep108e_3,sharew1_rel9-0-0_ep.dta,True
ep108ub_3,sharew1_rel9-0-0_ep.dta,True
ep108e_4,sharew1_rel9-0-0_ep.dta,True
ep108ub_4,sharew1_rel9-0-0_ep.dta,True
ep108e_5,sharew1_rel9-0-0_ep.dta,True
ep108ub_5,sharew1_rel9-0-0_ep.dta,True
ep108e_6,sharew1_rel9-0-0_ep.dta,True
ep108ub_6,sharew1_rel9-0-0_ep.dta,True
ep108e_7,sharew1_rel9-0-0_ep.dta,True
ep108ub_7,sharew1_rel9-0-0_ep.dta,True
ep108v1,sharew1_rel9-0-0_ep.dta,True
ep108v2,sharew1_rel9-0-0_ep.dta,True
ep108v3,sharew1_rel9-0-0_ep.dta,True
ep109_1,sharew1_rel9-0-0_ep.dta,True
ep109_2,sharew1_rel9-0-0_ep.dta,True
ep109_3,sharew1_rel9-0-0_ep.dta,True
ep109_4,sharew1_rel9-0-0_ep.dta,True
ep109_5,sharew1_rel9-0-0_ep.dta,True
ep109_6,sharew1_rel9-0-0_ep.dta,True
ep109_7,sharew1_rel9-0-0_ep.dta,True
ep201e_1,sharew1_rel9-0-0_ep.dta,True
ep201ub_1,sharew1_rel9-0-0_ep.dta,True
ep201e_2,sharew1_rel9-0-0_ep.dta,True
ep201ub_2,sharew1_rel9-0-0_ep.dta,True
ep201v1,sharew1_rel9-0-0_ep.dta,True
ep201v2,sharew1_rel9-0-0_ep.dta,True
ep201v3,sharew1_rel9-0-0_ep.dta,True
ep204_,sharew1_rel9-0-0_ep.dta,True
ep205e,sharew1_rel9-0-0_ep.dta,True
ep205ub,sharew1_rel9-0-0_ep.dta,True
ep205v1,sharew1_rel9-0-0_ep.dta,True
ep205v2,sharew1_rel9-0-0_ep.dta,True
ep205v3,sharew1_rel9-0-0_ep.dta,True
ep206_,sharew1_rel9-0-0_ep.dta,True
ep207e,sharew1_rel9-0-0_ep.dta,True
ep207ub,sharew1_rel9-0-0_ep.dta,True
ep207v1,sharew1_rel9-0-0_ep.dta,True
ep207v2,sharew1_rel9-0-0_ep.dta,True
ep207v3,sharew1_rel9-0-0_ep.dta,True
ep208_1,sharew1_rel9-0-0_ep.dta,True
ep208_2,sharew1_rel9-0-0_ep.dta,True
ep208_3,sharew1_rel9-0-0_ep.dta,True
ep208_4,sharew1_rel9-0-0_ep.dta,True
ep208_5,sharew1_rel9-0-0_ep.dta,True
ep208_6,sharew1_rel9-0-0_ep.dta,True
ep208_7,sharew1_rel9-0-0_ep.dta,True
ep208_8,sharew1_rel9-0-0_ep.dta,True
ep208_9,sharew1_rel9-0-0_ep.dta,True
ep208_10,sharew1_rel9-0-0_ep.dta,True
ep208_11,sharew1_rel9-0-0_ep.dta,True
ep209e_1,sharew1_rel9-0-0_ep.dta,True
ep209ub_1,sharew1_rel9-0-0_ep.dta,True
ep209e_2,sharew1_rel9-0-0_ep.dta,True
ep209ub_2,sharew1_rel9-0-0_ep.dta,True
ep209e_3,sharew1_rel9-0-0_ep.dta,True
ep209ub_3,sharew1_rel9-0-0_ep.dta,True
ep209e_4,sharew1_rel9-0-0_ep.dta,True
ep209ub_4,sharew1_rel9-0-0_ep.dta,True
ep209e_5,sharew1_rel9-0-0_ep.dta,True
ep209ub_5,sharew1_rel9-0-0_ep.dta,True
ep209v1,sharew1_rel9-0-0_ep.dta,True
ep209v2,sharew1_rel9-0-0_ep.dta,True
ep209v3,sharew1_rel9-0-0_ep.dta,True
ep210_,sharew1_rel9-0-0_ep.dta,True
ep213_1,sharew1_rel9-0-0_ep.dta,True
ep213_2,sharew1_rel9-0-0_ep.dta,True
ep213_3,sharew1_rel9-0-0_ep.dta,True
ep213_4,sharew1_rel9-0-0_ep.dta,True
ep213_5,sharew1_rel9-0-0_ep.dta,True
ep213_6,sharew1_rel9-0-0_ep.dta,True
ep213_7,sharew1_rel9-0-0_ep.dta,True
ep213_8,sharew1_rel9-0-0_ep.dta,True
ep213_9,sharew1_rel9-0-0_ep.dta,True
ep213_10,sharew1_rel9-0-0_ep.dta,True
ep213_11,sharew1_rel9-0-0_ep.dta,True
ep214_1,sharew1_rel9-0-0_ep.dta,True
ep214_2,sharew1_rel9-0-0_ep.dta,True
intidwX,sharew1_rel9-0-0_iv.dta,True
intid,sharew1_rel9-0-0_iv.dta,True
iv002d1,sharew1_rel9-0-0_iv.dta,True
iv002d2,sharew1_rel9-0-0_iv.dta,True
iv002d3,sharew1_rel9-0-0_iv.dta,True
iv002d4,sharew1_rel9-0-0_iv.dta,True
iv002d5,sharew1_rel9-0-0_iv.dta,True
iv002d6,sharew1_rel9-0-0_iv.dta,True
iv003_,sharew1_rel9-0-0_iv.dta,True
iv004_,sharew1_rel9-0-0_iv.dta,True
